published_date,title,respondent,summary,download_url,citation,case_number,referred_by,referring_to,enforcement
2017-07-06,Breach of Protection Obligation by Orchard Turn Developments,Orchard Turn Developments,"A financial penalty of $15,000 was imposed on Orchard Turn Developments for failing to make reasonable security arrangements to protect personal data of its members that was stored on its server. Orchard Turn Developments was also issued directions to patch all system vulnerabilities already identified, conduct a penetration test and rectify new weaknesses identified, as well as implement a password management policy and conduct training for staff on password management best practices.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---orchard-turn-dev---060717.pdf?la=en,[2017] SGPDPC 12,DP-1512-A612,"['[2019] SGPDPC 43', '[2019] SGPDPC 31', '[2019] SGPDPC 5']",['[2016] SGPDPC 22'],"[['financial', 15000]]"
2017-06-29,Breach of Protection Obligation by Eagle Eye Security Management Services,Eagle Eye Security Management Services,A warning was issued to Eagle Eye Security Management Services and MCST 3696 of Prive EC for failing to put in place any reasonable measures to prevent unauthorised access to a visitor logbook containing personal data.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---eagle-eye---290617.pdf?la=en,[2017] SGPDPC 11,DP-1610-B0275,"['[2019] SGPDPC 24', '[2019] SGPDPC 22', '[2019] SGPDPC 3']","['[2016] SGPDPC 12', '[2017] SGPDPC 6']",['warning']
2017-06-20,Breach of Protection Obligation by DataPost,DataPost,"A financial penalty of $3,000 was imposed on DataPost, as a data intermediary, for failing to make reasonable security arrangements to prevent the unauthorised disclosure of the personal data of two customers of a bank. DataPost was also directed to review its working procedures relating to data printing and enveloping operations, improve the training of its staff, and review its personal data protection policy.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---datapost---200617.pdf?la=en,[2017] SGPDPC 10,DP-1606-B0061,[],['[2016] SGPDPC 15'],"[['financial', 3000]]"
2017-06-20,Breach of Protection Obligation by Hazel Florist & Gifts,Hazel Florist & Gifts,A warning was issued to Hazel Florist & Gifts for failing to make reasonable security arrangements to prevent the unauthorised disclosure of customers' personal data.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---hazel-florist-gift---200617.pdf?la=en,[2017] SGPDPC 9,DP-1609-B0194,"['[2019] SGPDPC 28', '[2018] SGPDPC 8']",[],['warning']
2017-06-12,No Breach of Consent and Notification Obligations by MCST and Managing Agents of Condominiums,MCST and Managing Agents of Condominiums,"A joint decision was issued for three separate cases involving Management Corporation Strata Title and managing agents of condominiums. The parties were found not to be in breach for disclosing names of unit holders, unit numbers and voting shares of subsidiary proprietors via minutes and voters lists.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---3-mcst-ma---120617.pdf?la=en,[2017] SGPDPC 8,DP-1607-B0117,['[2018] SGPDPC 18'],[],[]
2017-05-31,Breach of Protection Obligation by Asia-Pacific Star,Asia-Pacific Star,"Directions were issued to Asia-Pacific Star, as a data intermediary, for failing to make reasonable security arrangements to prevent the disclosure of the personal data of Tiger Airways Singapore's passengers.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---tigerair-sats-aps-310517.pdf?la=en,[2017] SGPDPC 6,DP-1607-B0129,"['[2019] SGPDPC 3', '[2017] SGPDPC 16', '[2017] SGPDPC 11']",['[2017] SGPDPC 5'],['directions']
2017-05-31,Breach of Protection Obligation by Furnituremart,Furnituremart,Directions were issued to Furnituremart for failing to make reasonable security arrangements to prevent the disclosure of the personal data of a customer.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---furnituremart-(310517).pdf?la=en,[2017] SGPDPC 7,DP-1611-B0319,"['[2019] SGPDPC 21', '[2019] SGPDPC [7]', '[2018] SGPDPC 17', '[2018] SGPDPC 10', '[2017] SGPDPC 14']",['[2017] SGPDPC 5'],['directions']
2017-04-26,Breach of Protection Obligation by the National University of Singapore,the National University of Singapore,Directions were issued to the National University of Singapore for failing to make reasonable security arrangements to prevent the disclosure of the personal data of some of its students.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---national-university-of-singapore---260417.pdf?la=en,[2017] SGPDPC 5,DP-1605-B0028,"['[2020] SGPDPC 6', '[2020] SGPDPC 4', '[2019] SGPDPC 21', '[2019] SGPDPC 5', '[2018] SGPDPC 27', '[2018] SGPDPC 9', '[2017] SGPDPC 6', '[2017] SGPDPC 7']",[],['directions']
2017-04-06,Breach of Protection Obligation by Tech Mahindra (Singapore),Tech Mahindra (Singapore),"A financial penalty of $10,000 was imposed on Tech Mahindra (Singapore), as a data intermediary, for failing to make reasonable security arrangement to prevent unauthorised access and unauthorised modification of Singapore Telecommunications Limited customers' personal data via MyBill (mybill.singtel.com) and MyAccount (myaccount.singtel.com) webpages.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---tech-mahindra---060417.pdf?la=en,[2017] SGPDPC 4,,"['[2019] SGPDPC [7]', '[2019] SGPDPC 3', '[2017] SGPDPC 14']",[],"[['financial', 10000]]"
2017-03-21,Breach of Consent and Notification Obligations by Executive Coach International,Executive Coach International,A warning was issued to Executive Coach International for failing to notify and obtain consent from an ex-employee for the disclosure of her personal data.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---executive-coach-international---210317.pdf?la=en,[2017] SGPDPC 3,DP-1504-A426,['[2017] SGPDPC 14'],[],['warning']
2017-01-25,Breach of Protection Obligation by JP Pepperdine,JP Pepperdine,"A financial penalty of $10,000 was imposed on JP Pepperdine for failing to make reasonable security arrangements to prevent unauthorised access of individuals’ personal data through its membership portal.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---jp-pepperdine---250117.pdf?la=en,[2017] SGPDPC 2,DP-1510-A558,"['[2019] SGPDPC 31', '[2017] SGPDPC 14']",[],"[['financial', 10000]]"
2017-01-25,Breach of Protection Obligation by Propnex Realty,Propnex Realty,"A financial penalty of $10,000 was imposed on Propnex Realty for failing to make reasonable security arrangements to prevent unauthorised access of individuals’ personal data stored online. Propnex was also directed to cease the storage of documents containing personal data via its system until a security scan had been conducted.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---propnex---250117.pdf?la=en,[2017] SGPDPC 1,DP-1512-A613,['[2019] SGPDPC 11'],[],"[['financial', 10000]]"
2016-12-23,Breach of Protection Obligation by The Cellar Door and Global Interactive Works,The Cellar Door and Global Interactive Works,"Financial penalties of $5,000 and $3,000 were imposed on The Cellar Door and its data intermediary, Global Interactive Works, for failing to make reasonable security arrangements to prevent unauthorised access of its customers’ personal data. The Cellar Door was also issued directions to conduct a security audit and to patch all identified vulnerabilities on its website.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---the-cellar-door---231216.pdf?la=en,[2016] SGPDPC 22,,"['[2020] SGPDPC 5', '[2019] SGPDPC 26', '[2019] SGPDPC 24', '[2018] SGPDPC 26', '[2017] SGPDPC 12']",[],[]
2016-11-24,Breach of Consent and Notification Obligations by Jump Rope (Singapore),Jump Rope (Singapore),A warning was issued to Jump Rope (Singapore) for disclosing the personal data of two former employees without consent and notification.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---jump-rope---241116.pdf?la=en,[2016] SGPDPC 21,DP-1411-A265,['[2018] SGPDPC [3]'],[],['warning']
2016-11-04,Breach of Protection Obligation by My Digital Lock,My Digital Lock,A warning was issued to My Digital Lock for failing to make reasonable security arrangements to protect the personal data of a customer during its transfer.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/Grounds_of_Decision---My_Digital_Lock_Pte_Ltd-(201604).pdf?la=en,[2016] SGPDPC 20,DP-1601-A628,"['[2018] SGPDPC [3]', '[2017] SGPDPC 17']",[],['warning']
2016-11-04,Breach of Protection Obligation by Smiling Orchid,Smiling Orchid,"A financial penalty of $3,000 was imposed on Smiling Orchid for failing to make reasonable security arrangements to prevent unauthorised access of its customers’ personal data on its website, whereby users could access other customers’ personal data by altering the URL of its order preview webpage. Smiling Orchid was also issued directions to conduct a security audit and to patch all identified vulnerabilities on its website.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---smiling-orchid---041116.pdf?la=en,[2016] SGPDPC 19,DP-1411-A250,"['[2019] SGPDPC 40', '[2019] SGPDPC 3', '[2018] SGPDPC 26', '[2018] SGPDPC [19]', '[2017] SGPDPC 19', '[2017] SGPDPC 17']",[],"[['financial', 3000]]"
2016-10-05,Breach of Protection Obligation by GMM Technoworld,GMM Technoworld,"A financial penalty of $3,000 was imposed on GMM Technoworld for failing to implement proper and adequate security measures on its official website, resulting in an unauthorised public disclosure of approximately 190 of its customers' personal data.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---gmm-technoworld---300916.pdf?la=en,[2016] SGPDPC 18,DP-1603-A656,[],[],"[['financial', 3000]]"
2016-09-23,No Breach of Consent and Notification Obligations by Comfort Transportation and CityCab,Comfort Transportation and CityCab,"Two complaints were made against Comfort Transportation and CityCab for disclosing taxi drivers’ mobile phone numbers as part of the taxi booking process. Both organisations were not found to be in breach of the consent or notification obligations, because the mobile phone numbers of taxi drivers were used as business contact numbers.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decisions---comfort-and-citycab---230916.pdf?la=en,[2016] SGPDPC 17,DP-1408-A054,"['[2018] SGPDPC 23', '[2017] SGPDPC 17']",[],[]
2016-09-23,Breach of Data Protection Obligation by ABR Holdings,ABR Holdings,A warning was issued to ABR Holdings for failing to make reasonable security arrangements to prevent unauthorised disclosure of personal data of members on Swensen’s Kids Club website.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---abr-holdings-pte-ltd---230916.pdf?la=en,[2016] SGPDPC 16,DP-1408-A030,"['[2019] SGPDPC 4', '[2017] SGPDPC 16']",[],['warning']
2016-09-21,Breach of Data Protection and Other Obligations by Fu Kwee Kitchen Catering Services and Pixart,Fu Kwee Kitchen Catering Services and Pixart,"A financial penalty of $3,000 and $1,000 were imposed on Fu Kwee Kitchen Catering Services and its data intermediary, Pixart, respectively, for failing to implement proper and adequate protective measures to prevent unauthorised access of its customers’ personal data, whereby users could access other customers’ personal data by altering the URL of its order preview webpage. Fu Kwee was also issued directions to send employees for training, appoint a Data Protection Officer and conduct a security audit of its website.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---fu-kwee-and-pixart-(210916).pdf?la=en,[2016] SGPDPC 14,DP-1410-A163,[],[],"[['financial', 3000], ['financial', 1000]]"
2016-09-21,Breach of Protection Obligation by Toh-Shi Printing Singapore,Toh-Shi Printing Singapore,"A financial penalty of $25,000 was imposed on Toh-Shi Printing Singapore for failing to implement proper and adequate procedural checks while processing personal data for Aviva, resulting in an unauthorised disclosure of personal data of more than 8,000 individuals.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision-aviva-ltd-and-toh-shi-printing-singapore-(210916).pdf?la=en,[2016] SGPDPC 15,DP-1603-A661,"['[2019] SGPDPC [7]', '[2019] SGPDPC 3', '[2018] SGPDPC 10', '[2017] SGPDPC 14', '[2017] SGPDPC 10']",['[2016] SGPDPC 11'],"[['financial', 25000]]"
2016-08-12,Breach of Consent Obligation by a Registered Salesperson,a Registered Salesperson,A financial penalty of $500 was imposed on a registered salesperson of a property firm for disclosing personal data of two of his landlord’s tenants to a third party tenant without consent.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---rsp-justin-chua-(120816).pdf?la=en,[2016] SGPDPC 13,DP-1411-A247,"['[2018] SGPDPC 1', '[2017] SGPDPC 13']",[],"[['financial', 500]]"
2016-07-25,Breach of Protection Obligation by Spear Security Force,Spear Security Force,A warning was issued to Spear Security Force for failing to put in place any arrangement to prevent unauthorised access to personal data in the visitor log book managed for a condominium. [Updated on 30 July 2016],https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---spear-security-force-(250716).pdf?la=en,[2016] SGPDPC 12,DP-1602-A642,['[2017] SGPDPC 11'],[],['warning']
2016-07-21,Breach of Protection Obligation by Toh-Shi Printing Singapore,Toh-Shi Printing Singapore,"A financial penalty of $5,000 was imposed on Toh-Shi Printing Singapore for failing to implement proper and adequate verification while processing personal data on behalf of the CDP, resulting in unauthorised disclosure of 195 individuals’ sensitive personal data.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---toh-shi-(210716).pdf?la=en,[2016] SGPDPC 11,DP-1506-A456,"['[2017] SGPDPC 18', '[2017] SGPDPC 14', '[2016] SGPDPC 15']",[],"[['financial', 5000]]"
2016-06-24,Breach of Purpose Limitation Obligation by AIA Singapore,AIA Singapore,A warning was issued to AIA Singapore for failing to ensure that its disclosure of personal data belonging to an insurance policy holder to a third-party was for a reasonable purpose.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---aia-singapore-(220616).pdf?la=en,[2016] SGPDPC 10,DP-1509-A533,"['[2019] SGPDPC 16', '[2019] SGPDPC [7]', '[2018] SGPDPC 22', '[2017] SGPDPC 18', '[2017] SGPDPC 14']",[],['warning']
2016-04-21,Breach of Consent and Other Obligations by Universal Travel Corporation,Universal Travel Corporation,"Directions were issued to Universal Travel Corporation for disclosing a passenger list, consisting of 37 customers' personal data, to four of its customers without consent. The organisation was also penalised for its lack of data protection policies.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---universal-travel-corporation-(210416).pdf?la=en,[2016] SGPDPC 4,DP-1508-A496,[],[],['directions']
2016-04-21,Breach of Protection and Openness Obligations by K Box Entertainment Group and Finantech Holdings,K Box Entertainment Group and Finantech Holdings,"Financial penalties of $50,000 and $10,000 were imposed on K Box Entertainment Group (K Box) and its data intermediary, Finantech Holdings, for failing to implement proper and adequate protective measures to secure its IT system, resulting in unauthorised disclosure of the personal data of 317,000 K Box members. K Box was also issued directions and penalised for the absence of a Data Protection Officer.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---k-box-entertainment-(210416).pdf?la=en,[2016] SGPDPC 1,DP-1409-A100,['[2020] SGPDPC 6'],[],[]
2016-04-21,"Breach of Protection Obligation by Institution of Engineers, Singapore","Institution of Engineers, Singapore","A financial penalty of $10,000 was imposed and directions issued to the Institution of Engineers, Singapore for failing to implement proper and adequate protective measures to secure its IT system, resulting in unauthorised disclosure of the personal data of more than 4,000 members.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---institute-of-engineers-singapore-(210416).pdf?la=en,[2016] SGPDPC 2,DP-1411-A213,[],[],"[['financial', 10000]]"
2016-04-21,Breach of Protection Obligation by Metro,Metro,A warning was issued to Metro for failing to make reasonable security arrangements to prevent unauthorised access to personal data held in Metro’s IT systems.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---metro-(210416).pdf?la=en,[2016] SGPDPC 7,DP-1504-A421,[],[],['warning']
2016-04-21,Breach of Consent Obligation by YesTuition Agency,YesTuition Agency,A warning was issued to YesTuition Agency for disclosing tutors’ personal data on its website without consent.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---yestuition-agency-(210416).pdf?la=en,[2016] SGPDPC 5,DP-1407-A028,[],[],['warning']
2016-04-21,Breach of Protection Obligation by Challenger Technologies and Xirlynx Innovations,Challenger Technologies and Xirlynx Innovations,"A warning was issued to Challenger Technologies and its data intermediary, Xirlynx Innovations, for failing to make reasonable security arrangements to prevent unauthorised disclosure of Challenger members’ personal data while sending out emails to some 165,000 members.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---challenger-technologies-(210416).pdf?la=en,[2016] SGPDPC 6,DP-1409-A103,"['[2019] SGPDPC 39', '[2019] SGPDPC [34]', '[2019] SGPDPC 15']",[],['warning']
2016-04-21,Breach of Protection Obligation by Fei Fah Medical Manufacturing,Fei Fah Medical Manufacturing,"A financial penalty of $5,000 was imposed and directions issued to Fei Fah Medical Manufacturing for failing to implement proper and adequate protective measures to secure its website and server, resulting in unauthorised disclosure of the personal data of more than 900 customers.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---fei-fah-medical-manufacturing-(210416).pdf?la=en,[2016] SGPDPC 3,DP-1409-A145,['[2020] SGPDPC 3'],[],"[['financial', 5000]]"
2016-04-21,Breach of Protection Obligation by Singapore Computer Society,Singapore Computer Society,A warning was issued to Singapore Computer Society for failing to put in place reasonable security measures to prevent the accidental disclosure of the personal data of 214 registrants of an event via email.,https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---singapore-computer-society-(210416).pdf?la=en,[2016] SGPDPC 9,DP-1504-A390,[],[],['warning']
2016-04-21,Breach of Protection Obligation by Full House Communications,Full House Communications,"A warning was issued to Full House Communications for failing to make reasonable security arrangements to prevent unauthorised disclosure of personal data on its computers at a furniture fair, which collected the data for a lucky draw.",https://www.pdpc.gov.sg/-/media/Files/PDPC/PDF-Files/Commissions-Decisions/grounds-of-decision---full-house-communications-(210416).pdf?la=en,[2016] SGPDPC 8,DP-1503-A368,[],[],['warning']
